Nama,Sentimen,Ulasan
Surip 2018,Positif,Ok stadion internasional strategis dari bandara internasional Soekarno Hatta pelabuhan jalur busway lingkar luar mantaap mudah di akses melalui udara darat laut pokoknya okee
suro No (Pak Su),Positif,enak banget jkt
Suryadi Suki,Positif,INDAH Dan megah stadium yg bertarap international..Pertama di Indonesia...
Suryadi Yadi,Negatif,Bagus tp sayang belum ada tempat sampah jadi pengunjung membuang sampah sembarangan.
suryono1919_aina,Negatif,aksesnya susah
Susetyo Prihadi,Positif,Ajaib & Ajib bangga dgn karya anak bangsa sendiri donk
Susy Pranoto,Positif,Keren tempat nya semoga bisa liat habib umar disini dan liat timnas angkat piala juara 1 piala dunia
suthur2627,Positif,keren
Sutisna Indrapraja,Positif,"Keren bangga banget Jakarta punya stadium bertaraf internasional, tertata rapih ,dekat Ancol ,akses dari Kemayoran ataw RE MartadinataSholat Ied pertama"
sutrisna jaya,Positif,Stadiumnya TOP Indonesia Bisa
suwak serser,Positif,"Luar biasa stadionnya,  megah,  mewah dan elegant... Kami bangga dengan torehan karya gubernur Jakarra Anies...."
Suwarno Nano,Negatif,Mantap robohnya pagar pembatas penonton.
Swandi channel,Positif,kira di luar negri 😳
sweet,Positif,"Gue orang Sunda asli dari Bandung, bangga dgn JIS , Anies presiden"
syah,Positif,"stadionnya gede! bagus bgt! hanya aksesnya kalau untuk event2 besar kurang memadai, krn parkiran kecil"
syahani blghm,Positif,"Suatu pengalaman yg sangat tak terlupakan dapat berkunjung ke JIS,,,antar paket pas sampai adzan telah berkumandang di stadion ini,,, dapat sholat berjamaah di stadion ini,,, MasyaAlloh allhmdulillah"
syahrulrozii,Positif,"Sungguh luarrrrr biasaaaahhhhh,kereeeeeen pak anies👍"
Syaiful Madina,Positif,berasa nonton pildun
syalim richs,Positif,Jakarta Internasional Stadium (JIS) tampilan megah dan keren. Bertaraf internasional kebanggaan warga Jakarta.
Syam Arif,Positif,"Tempat parkir yg sangat luas, kebanggaan warga Jakarta, semoga terpelihara dgn baik."
Syarif Udin,Negatif,PSSI ma nggak tau gimn ceritanya
syudibj4,Negatif,ada VAR nya gak?
T,Negatif,gua pernah ke situ bg bersihin sampah yg buang sembarangan sambil nonton persija
T,Positif,"Stadion kebanggaan Jakarta dan Indonesia, megah...."
T Gbots,Positif,"Sebuah janji yang ditepati seorang pemimpin yang amanah nilai kepercayaan semakin yakin sesuangguhnya, masyarakat yang sudah hampir frustasi akan janji para pemimpin sebelumnya dan pada umumnya, kini harapam itu masih ada …"
Taefur Yulianto,Positif,alianz arena nya indonesia
taftify🤙🏼😎,Positif,buat apa bagus bagus? kan nnti dirusak 😁
tahucrispy,Negatif,STADION BERBAU POLITIK....
TAKGENTAR,Negatif,blacpink kemarin kenapa engga disni aje yeee konser nyeee
tamasya_,Positif,Bangga negara kita punya lapangan bola sebesar itu. Mohon semua yang nonton pertandingan jaga kebersihan dan tidak merusak.
Tambi Septono,Positif,"MasyaAllah, bagus nyaaa stadion buatan bapak anies ini 👌👌👌"
TAN,Negatif,Bersih tapi tempat duduk gak diberikan jarak
Tan Yiucen,Positif,"Kesini buat nyoba jogging di pagi hari, untuk di ringroad saat sabtu pagi cukup sepi. Kesini bisa naik transjakarta jurusan JIS dan turun persis di depan pintu barat. Ada fasilitas toilet, tapi direkomendasikan untuk membawa minum dari luar karena tidak ada foodcourt atau minimarket di area stadion."
Tanda Rizky Gani,Positif,kerennnn🥰🥰🥰
Tanpa Titik,Positif,"Bagus, keren, & mantap. 👍👍👍Jangan kebalik. Kalo jelek / tidak suka, kasih Bintang nya 1. Bila bagus / suka sekali kasih Bintang nya 5. Oke. 👌👌👌"
Tanti ESPE,Positif,keren 👍👍👍👍👏👏👏👏
TantryPallyGawila,Positif,Mantap
Tarmizi Mizi,Positif,"siapapun boleh pakai ini stadion, baik timnas, persija, dan klub liga indonesia.. asal dijaga dan dirawat bersama.."
taruna pitra,Negatif,seketika fens persib pada komen ngarep wkwkwk😂😂😂
tasina,Positif,persija pasti bangga kalo stadion kek gini l love Persija 😘😘
tasina,Positif,Lapangan'y mantap bener dahInsya Allah nanti tgl 19 FEBRUARI 2022 ADA ACARA MILAD MAJELIS NURUL MUSTHOFA yg ke 26th & MILAD HABIB HASAN BIN JA'FAR ASSEGAFF yg ke 45/46th
Tatang Setiawan,Positif,Luar biasa....Anies BaswedanStadion kebanggaan warga Jakarta
Taufik Prasetyo,Positif,Stadiun megah dengan standar internasional 👍🏼
Taufik reyhidayat,Positif,"Untuk venuenya sudah bagus banget, tinggal transportasi pendukungnya saja. Semoga dapat dikalobarisakan dengan dihadirkannha Outlet-outlet untuk umkm."
TEMPOH_RD,Positif,FASILITAS MEWAH? YES
Tengku Chik,Positif,jaya terus negeriku
Teriko_ Half,Negatif,KONSER BISA. MAIN BOLA GABISA. FUNGSINYA. STADION KONSER APA STADION SEPAK BOLA
tfqrhmnnn_,Negatif,tinggal menunggu var aja
the only one for you,Positif,"Wow..indah sekali, aku dari Msia berasa kagum lihat stadium ini, tak sabar lihat HM bermain disana.."
THE PASSWORD,Positif,"akhir nya Indonesia punya 2 stadion berstandari dunia . GBK Bisa digunakan untuk multievent ( Olimpiade ), JIS Bisa di gunakan untuk Piala Dunia."
theFans,Positif,smoga awet dan trs berkembang.. bukan merusak dan menurun keistimewaanNya..
thegloriamen,Negatif,ini bukan standarnya pssi ygy😁
TheImpossibleDreams2,Positif,walaupun gua Persib tapi kalo bener itu buat Persija wah keren sih😄
TheJar_√,Negatif,emgnya std itu udh ganti nama jadi SKJ (STADIUM KEGAGALAN JAKARTA)?
This AL.,Negatif,gimana nih udah masuk standard FIFA tapi gak masuk standard PSSI emang nya PSSI bisa apa sihh
THREE SEVEN🎰,Positif,"ajib,,, berasa di Allianz arena"
Thynol Neutron,Positif,"stadionnya bener2 luar biasa, cuman gak kuat Sama naik tangga nya cape🤭"
Tia Setiasari,Positif,Agak pusing pintu masuk ya tiap pindah tribum susah muter ya harus dari lt 1 lagi dari bawah ga bisa lgsg nembus ke tiap tribun dari dalam tribun.. Huaaa...tp so far masih bersih dan nyaman karena baru ✨♥
Tiara Kusuma Dewi,Positif,kereeeeeeeennnn
TIAWA,Positif,itu gaada tempat lari?
tjieven,Negatif,percuma klo gk ada VAR nya
tod,Negatif,STADION KONSER AWOKAOWK
Tod,Positif,bagus lampu2 blitz stadion nya kalau malam hari keren deh pokoke
Toetie Cantiek,Positif,"kirain diqatar,, ehhh di Sunter Priuk 😂😂"
tokelcell06,Negatif,klw JIS gak dipake pas piala dunia U20 parah sih ni federasi
Toko Pirang,Positif,"salam dari bali united bang, 🥰"
tolol,Negatif,Pwkb(persaudaraan warga kebon bayam) terjadi Intervensi
tommy tommy,Negatif,Masih kuatir parkirnya gimana
tommypratomo,Negatif,trimah kasih pak anies. jgn dijuao ya pak anies. sperti yg sbelah
tomy,Negatif,Tapi ga standart PSSI😂 boleh dipake asal anies jadi presidenya😂
TONI,Positif,Keren stadiumnya.
Toni Ariyanto,Positif,Semoga sekitarnya bisa ditata dengan baik. Agar terlihat clean tidK kumuh
Toni Setiawan,Negatif,Waow 3900Ton CMIIW Lifting 8 TitikKarya anak bangsa #PII#
Toni Yuri,Positif,Aksesnya parah wkwk😂
toniahmaddd,Positif,Mantap utk olahraga pagi dan sore
tony rachmayanto,Positif,ini stadion yg baru di bangun itu kan
TOOM 25.,Positif,Serasa lagi nonton bola di Eropa.Gokill keren abis stadion nya
Topan Sandrea21,Positif,"Bagus dan megah, apa lgi JIS akan mnjdi stadium Terbesar di Indonesia. Mantap"
Tori kpengin seneng,Negatif,Saya kasih bintang 3 aja dulu ya soalnya sekitarnya masih ada yg kumuh
Trabasss Worr,Positif,"lapanganya keren, semoga di saat liga kameramennya juga keren kek liga internasional"
trailerfilm13,Positif,Sangat Mengagumkan dan Membanggakan
Tri Andi.S,Positif,Stadion Internasional Jakarta Luar Biasa Megah & Mantap
Tri Hadi Setyanto,Positif,"Stadion nya megah dan bersih. Akses masuknya mudah, belum ada harga untuk masuk ke stadion nya karna belum dibuka untuk umum juga"
Tri Lauwoie,Positif,Stadion Kece...!
Tri Wiyono,Negatif,Kalo setiap tier betonnya dikasih papan iklan digital keren bgtt kaya di Stadion Qatar 😅
trias b,Negatif,"Mantap, bagus, tp sayang standard FIFA bukan standard PSSI"
Trio Kayla,Positif,"Semoga cepat selesai pembangunan nya, segera mungkin dapat di gunakan."
Tutur Danang Nurhadi,Positif,Tempat baru bertaraf international yg ada di jakarta
Tv Jawa,Negatif,ini yang pagarnya roboh pas lagi Peresmian ya..
TweentyFour,Negatif,Kesini karna mau nonton JKT48. Tapi panggungnya kecil pisan wkwk. Untung ada 2 layar besar.Area sekitar JIS masih berantakan banget ama bangunan bedeng bedeng.
Tyas Maharani,Negatif,Stadion elit parkiran sulit
tyasaprianto,Negatif,kapan ya digunainnya
Tynxz,Negatif,gimana pembukaan jadi Madrid vs Persitara gak? 😌
TYREX ALBINO,Negatif,aaa pgn ndelok konser ndek kono😭
tytywawa,Negatif,kaya sia² bngt jrang di pake ini stadium🥺
tzy,Negatif,Di sunter jakarta utara
محمد ريزال,Negatif,berasa san siro aligg🔥😩
نوفل,Negatif,biasa aja😁
uchiha_kizaru,Positif,Keren stadiun nya beda dari yg lain
UDA  ACEH,Positif,"Buka nya hanya Event2 tertentu saja, coba  SEA GAME  di gelar di sini pasti saya  ga nonton , di karenakan Rumah saya  jauh ..😁"
Udin Khoirudin,Negatif,jangan ada fans Arema ingat 😁☝️
udin udah vaksin,Positif,Luar biasa keren
ufairah nizam,Negatif,nunggu Juventus real madrid sama barcelona dulu
Uki Sakti,Negatif,"MAHAKARYA CALON RI 1 , BAPAK ANIES BASWEDAN🥰🥰🥰"
Uki Syukri,Negatif,"kalo kata PSSI, stadion tidak berstandar fifa😂"
ul??,Negatif,Jagn lupa harus pake var untuk ntr pildun u20
Ultraman jamal,Negatif,proyek pakjokowi yg dilanjutkan anis
ULTRAMEN,Positif,"pemerintah bukan hanya dlm sepakbola, krn ga semua suka bola, yg di nilai ya dr keseluruhan cr dia mimpin, masyarakat pasti sdh bisa nilai"
Ultramen,Negatif,katanya dia gak di pake grgr. bis gabisa masuk. emang bener? jadi untuk pemain dll harus berjalan jauh
Ultramen Biru,Positif,Keren indonesiaku 🥰🥰
UltraMildd,Negatif,"Tinggal buat album pildun kek zara Larson,shakira, apakah via vallen lagi mewakili yg jdi penyanyi kyk sea games kmren meraih bintang 🔥🇮🇩😳😬"
ultramilk,Positif,Best Place in Nort Jakarta
Umar Tsary,Positif,Cukup bagus tempatnyaWalaupun jalannya agak ke dalem
Umi Astuti,Negatif,Banyak buzer rp yg nyinyir jis ini😂
ummatours,Negatif,"Ayo semangat kawan, serang terus, ga nyerang ga makan.."
ummatours,Negatif,bisa-bisa keluar stadion jam 8 smpe rumah subuh
Ungke Martim,Positif,"belum memenuhi standard PSSI, padahal udh sekelas eropa, udh standard fifa malah.."
urban_,Negatif,"Yang Jual Tiket Silver Boleh Info ya, Thanks"
Userme,Positif,ini stadium trbaik si asia
ut_4nk,Positif,"Perdana masuk JIS, bagusss dan kesana saat acara puncak Jakarta Hajatan, tapi sayang suara sound sistem nyaa tidak jelas di area tribun selatan paling atas. Jadi nonton nyaa kurang maksimal. Secara overalla acara nyaa baguss banget"
Utie Hyde,Positif,Semoga bermanfaat bagi bangsa Indonesia dan juga Dunia
Uudarif Az Zahra,Positif,"Kudos & thanks to all former Governors of DKI : Sutiyoso, Jokowi & Ahok who have initiated & commenced this project !! Aneus is only finishing it up"
uztbabank,Negatif,pak lawan argen ayolah disini
UZUMAKI UDIN,Positif,andai bnyak stadion yg kek gini di indo
v a r e l,Negatif,Itu standard FIFA ya guys belom standard PSSI 😂
VA LEO BU,Positif,"Stadion megah ,rumput magang"
Varah bin ija😳,Positif,bisa yok laga Persija pake jis dan juga dapet izin nonton langsung pengen😅
VARFA.ID,Positif,Sayangnya bukan standar PSSI karena yg bikin bukan parte kebo
Vela Nuttela,Positif,"Cool experience bisa masuk ke stadion baru ini plus jadi yg pertama bisa shooting video klip di sini (JD ELEVEN ""See You Bye Bye"")"
velovetong,Negatif,Bukan standar internasional
Verga Agustinus,Negatif,stadion nganggur
Vetra,Positif,Keren banget. Dari luar aja mewah. Gimana dalemnya. 👍🏻👍🏻😍😍Video & photo late post : 20 Desember 2021
vicky novandra,Positif,"Tempatnya bagus, tapi masih banyak kekurangan. Tempat parkir sedikit sekali, indikasi arah ke area tempat duduk dan toilet tidak jelas, lampu2 di area tangga tidak nyala yang membahayakan pengunjung."
Victor U,Negatif,Semoga warna tangganya diganti. Warna² ngejreng atau cerah. Bisa biru/kuning/merah. Biar lebih aestetik dikamera klo main siang.
vikry Ramdhani,Negatif,bikin stadion bagus2 tp tanpa parkiran
Vin Jefry,Negatif,"kalo pak Ahok lebih jujur , dia nggak ngaku kok , Krn biaya pake pajak negara ,, memalukan"
Vinc,Positif,Stadion yg sangat megah sekali
Vindu Vinara Sasmita,Negatif,kecewa sma PSSI knpa timnas gabisa maen dsini😭😭😭
ViniAnggita,Positif,Bisa diperbaiki lagi sih kalau buat konser konser yang akan datang. Sumpah yang paling harus diperbaiki sinyal!! Ga ada sinyal samsek..
Vinn,Negatif,g ada tempat parkir katanya
Vino Bwi448,Negatif,stadion nya blanda
Virgo ♍ coy,Positif,"Yeah!! Jakarta keren tambah stadion lagi sampe ke bangku2xnya warna orange,,yang artinya the Jack mania Jakarta rock n roll city🤘"
Vito brata,Positif,Kalau dibandingin GBK memang lebih luas dan lebih asri. tp dari segi estetika nya lebih keren JIS. Tp sayangnya ga bisa masuk tribun padahal penasaran dalemnya :( saran saya kalo mau ke sini lebih baik sore atau sebelum jam 7 pagi. Sebab panasnya cukup terik. Semoga kedepannya pengelolaan stadium bisa lebih baik
W 1 N _ ♡,Positif,aku liat jis mlm mlm aja pas lewat d tol baguss bngt .. apa lg ksna yaaaa .. 😎😰
wael_ghraidi,Positif,Tapi sayang yah stadion yg megah tapi fasilitasnya lahan parkir nya kurang dan pintu gerbang masuk untuk para pemainya ga bisa langsung ke ruang ganti.... Sungguh di sayangkan banget sih jadi ga bisa buat pertandingan intrrnasional bahakan persija juga ga bisa pake stadion nya padahal waktu pembangunanya dikira bakal jadi rumah PERSIJA.
wage aja,Positif,Sangat megah sekali..keren
Wagi Yono,Positif,mantap
wahidilqahar347,Negatif,buat pajangan doang😂
Wahyu Nadiyah,Positif,"Stadium bagus, megah. Hanya saja akses, lahan parkir, masih sangat sangat jauh dari kata layak"
Wahyu Nuryadi,Positif,Masya Alloh Tabarakalloh ...mudah mudahan cepet rampung ya pak gubernur
Wahyu Prayudi,Positif,JIS  keren.. 👍
WAHYU RAT HARI WIBOWO,Negatif,Ini Standart FIFA ya bukan Standart PSSI🤣🤣🤣
Wahyu.pamungkas,Negatif,jlek bet warnanya mati
Wahyu_sckerp,Positif,kece abis
wahyudi imron,Positif,"Bagus,......."
Wahyudi Yudi,Positif,Luar biasa
Waldes?シ,Negatif,Sayang ada 2 fasilitas yg kurang shg blm bisa utk pertandingan sepak bola.
Waluyo Waluyo,Positif,Salam dari Kuala Lumpur.. Stadium dah bagus. Harap penyokong indonesia berdisiplin dan open minded.
warawyry,Negatif,KONSER ELIT pertandingan SULIT
warenrendi,Negatif,gue gak percaya
wat f1k,Negatif,enak banget hidup disini susah senangnya euhhh
Wawan Bedols,Positif,"Megah, besar luar biasa"
wawan kurniawan,Negatif,Ini tidak standar PSSI
Wawan Radja,Negatif,Kapan ya persija bisa home base
wawanardyardy,Negatif,stadion buat konser
whoiam?,Positif,Alhamdulillah... Indonesia punya Stadion yg megah...Kualitas internasional......Mantabbbbbbbbbbb..........
widarto artanto,Positif,Keren tempatnya..💕
widhytoiz,Positif,Stadion termewah di Indonesia karena bangku penonton mirip Eropa
Widi petualang alam Indonesia,Positif,Jakarta keren banget
widi123ayu,Positif,kereen
widiati____,Positif,Dekat dengan stasiun KRL dan bus stop jadi mempermudah kalau berpergian tanpa kendaraan pribadi.
Widyanti Tarmono,Positif,Stadium yg bagus
wong pusat,Negatif,pagar nya rawan roboh tau sendiri hiforia nya suporter sepakbola Indonesia
Wt Rika,Positif,Keren pokoknya
wynd_,Negatif,diseain nya pasaran
Xavier_Madjar,Positif,mantap pas bnget ni stadion buat piala dunia tuan rumah 2023
xelynn🎭,Negatif,yg gue tanyain stadion bagus gini knp gk prnh dipake
xeonbae bee,Positif,"Stadion udah pada bagus,sekarang kamera tv nya yang harus bagus 👍percuma kalau stadion bagus kalau keliatan di tv ny jelek🗿"
XFly🎭,Negatif,percuma belom standard fifa
xmipatige,Positif,Sebenarnya seluruh suporter dan pecinta sepakbola di Indonesia merasa bangga dengan adanya JIS ini.. stadion kapasitas besar dan non atletik yg diinginkan para pesepakbola modern di Indonesia..
xnhplfrwmsqbdytg,Negatif,stadium gelora jokowi
Xrif_RazMan98,Negatif,kemarin gw lewat sana
XSR*BLUE,Negatif,"wkwkwkwkwk kyk gini bagusnya gk standar pssi, tpi standar di fifa, mau heran tpi....."
xTenkyuuCFE,Negatif,serasa di Eropa anjirt😁
XxnyFaN🌴,Positif,Kirain bukan di indonesia😳
XXXX,Negatif,Blm Standar Pssi
Xy2arrr,Negatif,pagar nya Uda rubuh aja
Y,Positif,Vibes nya piala dunia banget 😍
y,Negatif,kapan bikin?
y.,Positif,bangga banget hasil kerja nyata pak aniies.
Yadisangun,Positif,mau nanya apa bedanya konser sama nonton bola? sama sama yang dateng ribuan kan? wkwkwk dibangun buat apaaan??? thejak cuma jadi bahan doanh biar stadion bisa jadi😂
yahnianak,Negatif,kuli Jawa Sdh tidak diragukan keahlian nya
Yanriyantakye,Negatif,pingin nonton langsung real Madrid vs Barcelona di JIS...beli tiket dimana ya
YantiDesiana,Positif,Bagus rumput hijau
Yanto Nurdiansyah,Negatif,lucu yaa stadion sekeren ini tidak lolos verifikasi 😂
Yanto07,Negatif,bournabeu kw 1
Yanuar,Positif,"Sangat bagus, lapangan sdh sesuai dgn standard."
Yanz,Positif,Stadion yg megah di indonesia jadi kebanggaan warga jakarta siap menjadi tuan rumah piala dunia U20 dengan arsitektur yg terbaik bisa menjadi destinasi wisata pilihan turis lokal maupun mancanegara
"yin•Tik-tok,メ",Negatif,Konser elit pertandingan bola persija sulit
yodibagas,Positif,"Indonesia punya stadion baru,slain gbk ada jis ni,papua keren juga.masih mikir apa persija selamanya ngak ada stadion ya"
Yoga Paw,Positif,"Stadionnya bagus, akan jadi kebanggaan warga ibukota dan Indonesia"
Yogie Armanda,Negatif,"Janji nya akan mengatasi kemacetan dan banjir di ibukota, ehh malah mindahin ibukota😂😂😂"
YOGIKK k,Negatif,"ini std pling bgus buat konser musik,krn hnya 1 pintu.jd tdk bisa mnyelinab😂😂😂,,,coldplay kcni sj....😅😅😅"
yongky,Negatif,Ganti pssi
Yonk pop punk,Positif,"Sebagian penonton semalam juga adalah orang2 yang suka dan pernah nonton konser. Di GBK, JIEXPO, ICE BSD dan paham bener resiko macet, susah OJOL, dan lain2. Ga perlu diajarin lagi intinya. Tapi semalam itu chaos, disaster, bingung, ga ada petunjuk sama sekali. Kami jalan dari JIS ke JIEXPO (jangan ada yg komen, bagus olahraga!) karena ada orangtua bareng kami. Ga semua orang bisa jalan nyaman sejauh itu. Belum yg bawa anak2. Kami sampe rumah jam 3 subuh. Kesimpulan, ada alasan kuat kenapa JIS ga layak atau belum layak jadi lokasi event apapun karena memang belum layak. Yang nilai ga standard itu pasti orang2 paham. Dan EO harusnya paham ini. Kami mah namanya fans dan ini momen special DEWA pasti dijabanin... Semoga nambah paham ya... Apabila JIS ga bebenah, jangan heran dalam 5 taun ke depan jadi kayak Menara Saidah. Ada tapi ga berguna..."
